Dealer #,Name ,Street Name,City,State,Country,Postal Code,Comments
50007746,FSI FABRICATION (AG),PO BOX 838,SUNNYSIDE,Washington,USA,98944,
50000997,FUGRO- OMNISTAR,"LOYANG OFFISHORE SUPPLY BASE, P.O.B",LOYANG CRESENT,Singapore,Singapore,508988,
50006379,"FUJI LOGIX CO., LTD.",1-31 SHINDEN NISHI-MACHI,DAITO,Osaka,Japan,5740057,
50006342,"FUKUI COMPUTER CO., LTD. (SGIS)","5-6, MARUOKACHU ISOBEFUKUSHO",SAKAI-SHI,Fukui,Japan,9100297,
50004962,FULL LINE AG LTD (AG),BOx #257 RR#4 SUITE 412,SASKATOON,Saskatchewan,Canada,S7K 3J7,
50008316,FUTURE AG INC (AG),69 Belich Crescent,RED DEER,Alberta,Canada,T4S 2K5,
50007730,G K MACHINE (AG),PO BOX 427,DONALD,Oregon,USA,97020,
50000417,G L G ART CUSTOM ENGRAVING (SK),"13323 W HILLSBOROUGH AVE, UNIT D102",TAMPA,Florida,USA,33635,
50000384,G4 SPATIAL TECHNOLOGIES (SK),PO BOX 19014,AUSTIN,Texas,USA,78760,
50004981,GAITHERSBURG CONST SUPPLY (CH),8004 BEECHCRAFT AVE,GAITHERSBURG,Maryland,USA,20879,
50009857,GALILEO INSTRUMENTS S.A.S.,CRA 74 N 48 37 INT 255,MEDELLIN,ANTIOQUIA,Colombia,50034,
50000187,GALLUP BLUEPRINT CO (SK),913 WEST AZTEC AVE,GALLUP,New Mexico,USA,87301,
50009146,GAMS POWER TOOLS & SUPPLIES (CH),133-135 SCHUXIER AVE,KEARNY,New Jersey,USA,7032,
50003325,GCS SUPPLY,15900 W 103RD STREET,WOODRIDGE,Illinois,USA,60439,
50005234,"GEBHARDT FARM MANAGEMENT, INC. (SGI",28710 PROSPECT AVE.,WASCO,California,USA,93280,
50007716,GEHL CO/MANITOU AMERICAS INC (AG),PO BOX 179,WEST BEND,Wisconsin,USA,53095-0179,
50004147,"GEO NETWORKING, INC (CH/SK)",920 LEE RD,ORLANDO,Florida,USA,32810,
50000939,GEOCON S.A.,"WILLIAM RICHARDSON N 598, ESQUINA C",ASUNCION,PY/Not assigned,Paraguay,1625,
50001058,GEOGRAFIA Y FORESTERIA S.A. (GYFSA),3RA CALLE A 1-48 ZONA 10,CIUDAD DE GUATEMALA,GT/Not assigned,Guatemala,1001,
50005200,"GEO-INSTRUMENTS, INC.",24 B CELESTIAL DRIVE,NARRAGANSETT,Rhode Island,USA,2882,
50001977,"GEOLOGICAL TOOLS & OUTFITTER, LLC (",71 N 200 W,BRIGHAM CITY,Utah,USA,84302,
50000914,GEOMATIC INSTRUMENTS CORP,AVENIDA PASEO LA CASTELLANA No 567,LIMA,Lima y Callao,Peru,15048,
50000310,GEOMATIC SUPPLIES & SALES LLC (SK),2912 WEST STORY ROAD,IRVING,Texas,USA,75038,
50000579,GEORGIA SURVEYORS EXCHANGE,101A N. GAMBLE ROAD,SAVANNAH,Georgia,USA,31405,
50001759,"GEOSATELITES, S.A.","DETRAS DEL C.C. ZUMEN, NO. 26",MANAGUA,NI/Not assigned,Nicaragua,13011,
50001021,GEOSHACK - OHIO,2307 SPRINGLAKE ROAD SUITE 514,DALLAS,Texas,USA,75234,
50000976,GEOSHACK CANADA - CONCORD,35 MCCLEARY COURT UNIT 21,CONCORD,Ontario,Canada,L4K 3Y9,
50005756,GEOSHACK NORTH AMERICA-CAD,2307 SPRINGLAKE ROAD SUITE 514,DALLAS,Texas,USA,75234,
50000440,GEOSHACK OHIO LLC-STOW (sf),"883 HAMPSHIRE ROAD, SUITE J",STOW,Ohio,USA,44224,
50004983,GEOSHACK SOUTHWEST - DALLAS,2307 SPRINGLAKE ROAD SUITE 514,DALLAS,Texas,USA,75234,
50004224,GEOSHACK WEST LLC - DALLAS,2307 SPRINGLAKE ROAD SUITE 514,DALLAS,Texas,USA,75234,
50000948,GEOSISTEMAS S.R.L.,VENEZUELA 676,BUENOS AIRES,Buenos Aires,Argentina,1095,
50001747,GEOSYSTEM- PANAMA,FRENTE A DOIT CENTER DEL DORADO,PANAMA CITY,PA/Not assigned,Panama,1497,
50003525,GEOTYPE OF SOUTH FLORIDA (SK),470 NE 167TH STREET,N. MIAMI BEACH,Florida,USA,33162,
50009771,GF LOGIC LLC (AG),459 S STATE ROUTE 559,WOODSTOCK,Ohio,USA,43084,
50007965,GL2 REPAIR LTD (AG),BOX 1592,STETTLER,Alberta,Canada,T0C 2L0,
50000196,GLASS EYE  THE (SK),1969 OBISPO AVENUE,SIGNAL HILL,California,USA,90755-1223,
50009933,GLENDALE INDUSTRIAL SUPPLY (CH),2121 N. 23RD AVE,PHOENIX,Arizona,USA,85009,
50003180,GLENDENNING FERTILIZER (T),504 N WALNUT,BYRON,Illinois,USA,61010,
50009966,GM EQUIPMENT CORP (CH),1229 MILLION DOLLAR HWY,KERSEY,Pennsylvania,USA,15846,
50009807,GMES LLC (CH),1391 E BOONE INDUSTRIAL BLVD,COLUMBIA,Missouri,USA,65202,
50000003,GOMACO CORPORATION,PO BOX 152,IDA GROVE,Iowa,USA,51445,
50009746,GOODMANSON CONSTRUCTION (T),600 KASOTA AVE SE,MINNEAPOLIS,Minnesota,USA,55414,
50008165,GOOSENECK IMPLEMENT (AG),800 31ST AVE SW,MINOT,North Dakota,USA,58701,
50004200,GOT THAT RENTAL & SALES INC (CH),224 COLCHESTER ROAD,ESSEX JCT,Vermont,USA,5452,
50000872,"GPS ALASKA, INC","360 E. INTL AIRPORT RD, STE 10",ANCHORAGE,Alaska,USA,99518,
50008478,GPS ONTARIO LTD (AG),6558 3rd Line Road South,NORTH GOWER,Ontario,Canada,K0A 2T0,
50005998,GRAND FORKS COUNTY ENGINEER,1700 N. COLUMBIA ROAD,GRAND FORKS,North Dakota,USA,58203,
50004472,GRAND VALLEY REPROGRAPHICS (CH),565 25 ROAD #110,GRAND JUNCTION,Colorado,USA,81505,
50008123,GRAUER REPAIR SERVICE INC (AG),23230 DEJONG RD,SHERIDAN,Oregon,USA,97378,
50000203,"GRAYS HARBOR EQUIPMENT CO., INC. (s",410 S F ST.,ABERDEEN,Washington,USA,98520,
50007733,GREAT PLAINS MFG (AG),PO BOX 5060,SALINA,Kansas,USA,67402-5060,
50000206,GREATER BATON ROUGE ASSOC OF REALTO,14101 PERKINS ROAD,BATON ROUGE,Louisiana,USA,70810,
50008440,GREEN FIELD AG LLC (AG),953 EAST MADISON,GIBSONBURG,Ohio,USA,43431,
50008571,"GREEN INDUSTRIAL SUPPLY, INC.",1525 INNOVATION DRIVE,DUBUQUE,Iowa,USA,52040,
50007749,GREEN LEA AG CENTER (AG),RR 2,MOUNT ELGIN,Ontario,Canada,N0J 1N0,
50007972,GREEN LINE EQUIPMENT (AG),3303 WEST NORFORK,NORFORK,Nebraska,USA,68702,
50006389,GREGOIRE SAS,89 AVENUE DE BARBEZIEUX,COGNAC CEDEX,FR/Not assigned,France,16111,
50000188,GRIFFITH HAROLD W INC (CH),363 RAGLAND RD,BECKLEY,West Virginia,USA,25801,
50008705,GRIMMWAY ENTERPRISES INC.,PO BOX 81498,BAKERSFIELD,California,USA,93389-1498,
50006348,GROUNDPROBE PTY LTD,72 NEWMARKET ROAD,WINDSOR,Queensland,Australia,4030,
50004546,GROUPE SYMAC S.E.C.,15100 CHEMIN DE LA COOPERATIVE,SAINT-HYACINTHE,Quebec,Canada,J2R 1S2,Nothing on Website: http://www.groupesymac.com/
50006822,GRUPO CORPORATIVO SA (AG),CORONEL GONZALEZ 662 CASI,"SAN ESTANISLAO, SAN PEDRO",PY/Not assigned,Paraguay,8120,can't find website
50001418,GRUPO GINPRO SA DE CV,"BELISARIO DOMINGUEZ #2012, MONTERRE",MONTERREY,Nuevo Leon,Mexico,64060,They have Topcon and Sokkia: https://www.grupoginpro.com/
50007705,GRUPO IT RANCH SA DE CV (AG),"FRESNO 1442, COL MODERNA",MONTERREY,Nuevo Leon,Mexico,64530,can't find website
50005621,"GS GLOBAL RESOURCES, INC.",926 PERKINS DRIVE,MUKWONAGO,Wisconsin,USA,53149,Nothing on Website: https://www.gsglobalresources.com/
50007707,GS SCALES & DESIGN (AG),N2824 MONARCH LANE,FORT ATKINSON,Wisconsin,USA,53538,can't find website
50000311,"GTP SERVICES, LLC (CH/SK)",9375 SPRUCE MT RD,LARKSPUR,Colorado,USA,80118,Nothing on Website: https://gogtp.com/
50001648,GUARANTEED SUPPLY COMPANY (CH),PO BOX 36030,GREENSBORO,North Carolina,USA,27416,Nothing on Website: https://www.guaranteedsupply.com/
50006705,"GZA GEOENVIRONMENTAL, INC.",249 VANDERBILT AVENUE,NORWOOD,Massachusetts,USA,2062,Nothing on Website: https://www.gza.com/
50007732,H & H EQUIPMENT (AG),PO BOX 468,ALMA,Georgia,USA,31510,can't find website
50008132,H & R AGRI-POWER INC (AG),PO BOX 538,HOPKINSVILLE,Kentucky,USA,42241,Nothing on Website: https://www.hragripower.com/
50007845,H & S MANUFACTURING CO INC (AG),2608 S HUME AVE,MARSHFIELD,Wisconsin,USA,54449,Nothing on Website: http://www.hsmfgco.com/
50000693,H & S SURVEY & LASER (sb),"4445 S VALLEY VIEW, BLVD #2",LAS VEGAS,Nevada,USA,89103,can't find website
50008664,"H&S MFG, INC (AG)",32506 430TH ST N.W.,STEPHEN,Minnesota,USA,56757,Nothing on Website: https://hsmfginc.com/
50000749,HAAG & TRAMMELL INC. (CH/SK/SUR),200 RIDGELAKE DRIVE,METAIRIE,Louisiana,USA,70001,They have Topcon and Sokkia: http://haagtrammell.com/
50007724,HAGIE MANUFACTURING COMPANY (AG),PO BOX 273,CLARION,Iowa,USA,50525,Nothing on Website: https://www.hagie.com/
50001157,HALE & ASSOCIATES LTD.,PO BOX 2257,TAURANGA,Bay of Plenty,New Zealand,3110,can't find website
50004320,HANLON AG CENTRE,3005-18TH AVENUE NORTH,LETHBRIDGE,Alberta,Canada,T1H 5V2,They have Topcon and Sokkia: https://hanlonag.com/
50008173,HANSON AUTO AND IMPLEMENT (AG),14830 HWY 17 WEST,GRAFTON,North Dakota,USA,58237,Nothing on Website:  https://www.hansonai.com/
50007691,HARDI AUSTRALIA (AG),534-538 CROSS KEY ROAD,CAVAN,AU/Not assigned,Australia,5094,They have Topcon: https://www.hardi.com.au/
50008016,HARDI INTERNATIONAL,HERTHADALVEJ 10,NORRE ALSLEV,South Denmark,Denmark,4840,They have Topcon: https://hardi.com/en
50007666,HARDI NORTH AMERICA INC (AG),1500 WEST 76 ST,DAVENPORT,Iowa,USA,52806,Nothing on Website: https://www.hardi-us.com/
50008331,HARMS EQUIPMENT CO (AG),750 HWY 77,OAKLAND,Nebraska,USA,68045,can't find website
50007803,HARSH (AG),600 OAK AVE,EATON,Colorado,USA,80615,Nothing on Website: https://www.harshenviro.com/
50007236,"HARTMAN & COMPANY, INC",1200 E. WOODHURST  J-200,SPRINGFIELD,Missouri,USA,65804,
50003172,HARVESTLAND COOP R&F DIVISION (SGIS,4002 W 600 N,ANDERSON,Indiana,USA,46011,
50008745,HATFIELD MANUFACTURING INC (AG),1823 SHOESTRING ROAD,GOODING,Idaho,USA,83330,
50007738,HAUL-ALL INDUSTRIES (AG),PO BOX 572,ROSENORT,Manitoba,Canada,R0G 1W0,
50005879,"HAWE NORTH AMERICA, INC","13020 JAMESBURG DR., SUITE A",HUNTERSVILLE,North Carolina,USA,28078,
50001243,HAYES INSTRUMENT CO.,502 SOUTH CANNON BLVD,SHELBYVILLE,Tennessee,USA,37160,
50007915,HEARTLAND AG SYSTEMS,1180 HIGHWAY 7 EAST,HUTCHINSON,Minnesota,USA,55350,
50007997,HEARTLAND TRACTOR (AG),2900 N OSAGE BLVD,NEVADA,Missouri,USA,64772,
50008463,HEGGEN EQUIPMENT INC (AG),PO BOX 1408,WATFORD CITY,North Dakota,USA,58854,
50008152,HELENA CHEMICAL CO (AG),4440 STATE ROUTE 72,KIRKLAND,Illinois,USA,60146,
50007713,HELM WELDING (AG),PO BOX 158,LUCKNOW,Ontario,Canada,N0G 2H0,
50005220,HERC RENTALS INC (CH),PO BOX 704007,SALT LAKE CITY,Utah,USA,84170,
50008598,HERITAGE TRACTOR (AG),800 INDUSTRIAL PARK RD,BALDWIN CITY,Kansas,USA,66006,
50007954,HIAWATHA IMPLEMENT (AG),2000 OREGON ST,HIAWATHA,Kansas,USA,66434,
50007808,HIGH PLAIN EQUIPMENT (AG),8373 HIGHWAY 2 EAST,DEVILS LAKE,North Dakota,USA,58301,
50007992,HIGHLINE MANUFACTURING LTD (AG),BOX 39 500 HIGHWAY 368 NORTH,ST. BRIEUX,Saskatchewan,Canada,S0K 3V0,
50009000,HILLCO TECHNOLOGIES INC,1010 1ST AVE,NEZPERCE,Idaho,USA,83543,
50001247,"HILLTOP GLEN GOLF, INC. - CANTON",2134 FAIRWAY CIRCLE,CANTON,Michigan,USA,48188,
50008154,HILLTOP NUTRITION,131 SNYDER RD,OWEGO,New York,USA,13827,
50001875,HILLTOP TOOL RENTAL (CH),30702 SH 249,TOMBALL,Texas,USA,77375,
50007996,HINIKER COMPANY (AG),58766 240TH ST,MANKATO,Minnesota,USA,56001,
50009528,HI-TEC INDUSTRIES (AG),BOX 1127 1000-6TH STREET,PORTAGE LA PRARIE,Manitoba,Canada,R1N 3C5,
50000233,HIXON MFG & SUPPLY CO (CH),1001 SMITHFIELD DRIVE,FORT COLLINS,Colorado,USA,80524-8565,
50008189,HJV EQUIPMENT (AG),240 MASON ROAD,STARTFORD,Prince Edward Island,Canada,C1B 2E9,
50007725,HOG SLAT (AG),PO BOX 300,NEWTON GROVE,North Carolina,USA,28366,
50008376,HOLDREGE EQUIPMENT LLC (AG),1009 WEST US HWY 6,HOLDREGE,Nebraska,USA,68949,
50008078,HOLLAND AND SONS INC (AG),PO BOX 528,MENDOTA,Illinois,USA,61342,
50006469,HOLLAND EQUIPMENT (CH),2870 WEST 2100 SOUTH,SALT LAKE CITY,Utah,USA,84119,
50007907,HOMAN INC (AG),6915 OLDING RD,MARIA STEIN,Ohio,USA,45860,
50007686,HOMER SCALE (AG),3989 US HWY 60,HEREFORD,Texas,USA,79045,
50007946,HOOBER INC (AG),PO BOX 518,INTERCOURSE,Pennsylvania,USA,17534,
50007896,HORIZON EQUIPMENT CO (AG),PO BOX 217,MANNING,Iowa,USA,51455,
50000339,HORNER'S JACK MACH & CONTR SUPPLIER,PO BOX 248,ST JOSEPH,Missouri,USA,64502,
50007664,HORSCH LLC,14118 414 AVE,ANDOVER,South Dakota,USA,57422,
50007895,HORSCH LLC (AG),200 KNUTSON ST SE,MAPLETON,North Dakota,USA,58059,
50007994,HORST WELDING,8082 RD 129 RR 3,LISTOWEL,Ontario,Canada,N4W 3G8,
50007721,HOSTETLER SCALES (AG),PO BOX 217,IMPERIAL,California,USA,92251,
50004212,H-SQUARED LLC dba PRO TILL,31434 C.R. 57,OTIS,Colorado,USA,80743,
50008775,HTS AG (AG),653 OAK RD,HARLAN,Iowa,USA,51537,
50001809,HUB CONSTRUCTION SPECIALTIES (CH),700 SOUTH I STREET,SAN BERNARDINO,California,USA,92410,
50000242,HUBS HAWAII (SK),85 POOKELA STREET,HILO,Hawaii,USA,96720,
50000245,HUNTOONS  INC (SK),3220 HEWES AVENUE,GULFPORT,Mississippi,USA,39507-2994,
50007950,HURON TRACTOR LTD (AG),39995 HARVEST RD,EXETER,Ontario,Canada,N0M 1S3,
50007889,HURST FARM SUPPLY INC (AG),224 HWY 82 EAST,LORENZO,Texas,USA,79343,
50006576,HUTTERIAN BRETHREN CHURCH,BOX 730,FORT MCLEOD,Alberta,Canada,T0L 0Z0,
50003406,HYDE BROTHERS FARM EQUIPMENT LTD,39992 RODGERVILLE ROAD,HENSALL,Ontario,Canada,N0M 1X0,
50005526,"HYDRAFORCE, INC",500 BARCLAY BOULEVARD,LINCONSHIRE,Illinois,USA,60069-4314,
50005527,HYDRA-POWER SYSTEMS,5445 NE 122ND AVENUE,PORTLAND,Oregon,USA,97230,
50007014,HYDRAULIC CONTROLS INC.,4700 SAN PABLO AVENUE,EMERYVILLE,California,USA,94608,
50005622,HYPOWER SYSTEMS,PO BOX 338,SASKATOON,Saskatchewan,Canada,S7K 3L3,
50000524,I R INCORPORATED (SK),512 18TH STREET,ORLANDO,Florida,USA,32805,
50005154,I-5 SUPPLY,PO BOX 7039,OLYMPIA,Washington,USA,98507,
50006069,"ICON AUTOMATION, INC.",644 ERIN STREET,WINNIPEG,Manitoba,Canada,R3G 2V9,
50004890,IDAHO TOOL AND EQUIPMENT (CH),452 CALDWELL BOULEVARD,NAMPA,Idaho,USA,83651,
50006537,"IDEAL CONCRETE BLOCK CO., INC. (CH)",PO BOX 747,WESTFORD,Massachusetts,USA,1886,
50005519,IFM EFECTOR INC.,1100 ATWATER DRIVE,MALVERN,Pennsylvania,USA,19355,
50007865,IH RISSLER MAN (AG),448 ORCHARD RD,MOHNTON,Pennsylvania,USA,19540-9440,
50001795,ILLINI CONTRACTORS SUPPLY (CH),706 W. BRADLEY,CHAMPAIGN,Illinois,USA,61820,
50005664,IMPERIAL INDUSTRIAL SUPPLY (CH),5798 ONTARIO MILLS PARKWAY,ONTARIO,California,USA,91764,
50001743,IMTEC GROUP LTD (CH/SK),17533 E. 36TH ST.  CT S,INDEPENDENCE,Missouri,USA,64055,
50008576,INDEPENDENT AG EQUIPMENT (AG),PO BOX 358,BIGLERVILLE,Pennsylvania,USA,17307,
50006680,INDIANA FLUID POWER,3911 MERCHANT ROAD,FORT WAYNE,Indiana,USA,46818,
50006112,INGENIERIA GPS,LA LEY DEL SEGURO SOCIAL NO. 545,IRAPUATO,Guanajuato,Mexico,36644,
50001375,INNOTAG DISTRIBUTIONS INC. (AG),2080 PIERRE-LOUIS-LE TOURNEUX,BELOEIL,Quebec,Canada,J3G 6S8,
50008238,INSTRUCELL COMERCIO E MANUTENCAO,436 FUNDOS VILA BRASILIA,SAO CARLOS,Sao Paulo,Brazil,13566-630,
50008352,INSUMOS Y CIA SA,RUTA NACIONAL 14 KM 330,CHAJARI ENTRE RIOS,AR/Not assigned,Argentina,3228,
50007951,INTEGRITY AG GROUP LLC (AG),8183 US HWY 641 N,ALMO,Kentucky,USA,42020,
50006425,Intel Deutschland GmbH,Postfach 11 10,Neubiberg,DE/Not assigned,Germany,85571,
50001003,INTEQ DISTRIBUTORS US - DALLAS,2307 SPRINGLAKE ROAD SUITE 514,DALLAS,Texas,USA,75234,
50000897,"INTEQ DISTRIBUTORS, INC",240 THAMES ROAD WEST,EXETER,Ontario,Canada,N0M 1S3,
50005916,"INTERAGROVIAL, S.A.",RUTA 1 N 2544 ESQUINA CAMINO CIBILS,MONTEVIDEO,UY/Not assigned,Uruguay,12800,
50006588,INTERMOUNTAIN CONCRETE SPECIALTIES,425 WEST 1700 SOUTH,SALT LAKE CITY,Utah,USA,84115,
50000825,"IOWA TRANSIT, INC.",PO BOX 249,WINTERSET,Iowa,USA,50273,
50009266,IPACOL MAQUINAS AGRICOLAS LTDA.,"RUA ZELINDO FRIZON, 257",VERANOPOLIS,Rio Grande do Sul,Brazil,95330-000,
50007647,"IPRECISION AGRICULTURE, INC. (AG)",310 W RANDOLPH,MC LEANSBORO,Illinois,USA,62859,
50009044,IRIS TECHNOLOGIES LLC (AG),716 DEHOFF DRIVE,MANHATTAN,Kansas,USA,66502,
50001670,IRON SOURCE (CH),25113 DUPONT BLVD,GEORGETOWN,Delaware,USA,19947,
50009183,"IRONWOOD 53, LLC (AG)",2551 320TH ST.,ROCK VALLEY,Iowa,USA,51247,
50008183,ITS GLOBAL (AG),#40 64062 393 AVE EAST,OKOTOKS,Alberta,Canada,T1S 0L1,
50001700,IVA MANUFACTURING,175 CHURCHTOWN ROAD,NARVON,Pennsylvania,USA,17555,
50008220,IVEYS OUTDOOR & FARM SUPPLY (AG),108 N WESTOVER BLVD,ALBANY,Georgia,USA,31707,
50007500,IVOLVE PTY LTD,"LEVEL 7, BUILDING A4, SW1",SOUTH BRISBANE,Queensland,Australia,4101,
50007667,J & A MANUFACTURING INC-PIXLEY (AG),"1503 W ORLAND AVENUE, PO DRAWER L",PIXLEY,California,USA,93256,
50007736,J & M MANUFACTURING CO INC (AG),PO BOX 547,FORT RECOVERY,Ohio,USA,45846-0547,
50004291,J AND R SUPPLY INC (CH),220 FRENTRESS LAKE ROAD,EAST DUBUQUE,Illinois,USA,61025,
50007752,J BOND & SONS LTD (AG),UNIT 103 - 31413 GILL AVE,MISSION,British Columbia,Canada,V4S 0A1,
50008320,J L FARM EQUIPMENT (AG),1814 WEST 100 NORTH,#,Indiana,USA,47670,
50008215,J M EQUIPMENT CO INC (AG),321 SPRECKELS AVE,MANTECA,California,USA,95336,
50000764,J.C. EQUIPMENT & LEASING CO.,2300 EAST KEMPER ROAD,CINCINNATI,Ohio,USA,45241,
50007688,JACKRABBIT,471 INDUSTRIAL AVE,RIPON,California,USA,95366,
50008018,JACOBI SALES (AG),PO BOX 67,PALMYRA,Indiana,USA,47164,
50008641,JAMES RIVER EQUIPMENT,11053 LEADBETTER RD,ASHLAND,Virginia,USA,23005,
50001395,JAMES RIVER EQUIPMENT & SUPPLY - NE,PO BOX 3176,NEWPORT NEWS,Virginia,USA,23603,
50004697,JAMES RIVER EQUIPMENT & SUPPLY (CH),1716A SOUTH PARK COURT,CHESAPEAKE,Virginia,USA,23320,
50001394,JAMES RIVER EQUIPMENT AND SUPPLY (C,10383 CEDAR LANE,GLEN ALLEN,Virginia,USA,23059,
50000652,JAMES RIVER LASER & EQUIP,711 SOUTH BROAD ST.,SALEM,Virginia,USA,24153,
50000355,JAMESON LLC (SK),1451 OLD NORTH MAIN STREET,CLOVER,South Carolina,USA,29710,
50001668,"JASPER WIRELESS, INC.","501 MACARA AVENUE, STE 202",SUNNYVALE,California,USA,94085,
50003299,"JAVA FARM SUPPLY, INC.",4862 ROUTE 98,NORTH JAVA,New York,USA,14113,
50007810,JAY-LOR FABRICATING (AG),071213 10TH LINE,EAST GARAFRAXA,Ontario,Canada,L9W 6Z9,
50001914,JB PEARL SALES (SGIS),27425 HWY 24,SAINT MARYS,Kansas,USA,66536,
50008482,JCB WORLD HEADQUARTERS (JCB WHQ),LAKESIDE WORKS,ROCESTER,Staffordshire,United Kingdom,ST14 5JP,
50000138,JDS SUPPLY CO (SK),PO BOX 11501,FORT SMITH,Arkansas,USA,72917,
50005630,JEFF BIDWELL (SGIS),1396 E. NORTHPORT ROAD,ROME CITY,Indiana,USA,46784,
50008156,JENNER AG INC (AG),PO BOX 139,HARRISTOWN,Illinois,USA,62537,
50006847,JENSEN EQUIPMENT (CH),PO BOX 607,PEWAUKEE,Wisconsin,USA,53072-0607,
50004408,JERSEY RENTS (CH),252 RT 9,BAYVILLE,New Jersey,USA,8721,
50006413,JESCO INC. - NJ/NY,1260 CENTENNIAL AVENUE,PISCATAWAY,New Jersey,USA,8854,
50000445,"JIMAR CONSTRUCTION PRODUCTS, LLC (C",1270 HAMMOND STREET SUITE 2,BANGOR,Maine,USA,4401,
50008518,"JLG INDUSTRIES, INC.",13200 FOUNTAINHEAD PLAZA SUITE 201,HAGERSTOWN,Maryland,USA,21742,
50007855,JOHN DEERE (AG),PO BOX 8808,MOLINE,Illinois,USA,61625,
50001129,JOHN DEERE- DUBUQUE WORKS,18600 SOUTH JOHN DEERE ROAD,DUBUQUE,Iowa,USA,52001,
50007704,JOHN DEERE FABRIEK HORST BV (AG),ENERGIESTRAAT 16,HORST,NL/Not assigned,Netherlands,5961 PT,
50001042,JOHN DEERE THIBODAUX,PO BOX 8808,MOLINE,Illinois,USA,61266,
50005175,"JOHN SCHMIDT & SONS, INC.",12903 EAST SILVER LAKE ROAD,MT. HOPE,Kansas,USA,67108,
50008227,JOHN WHITEHEAD ELECTRICAL LTD,5 MATOS SEGEDIN DRIVE,CAMBRIDGE,Waikato,New Zealand,3495,
50000282,JORDAN EQUIPMENT CO  FALMOUTH (SK),18 BLACKSTRAP ROAD,W. FALMOUTH,Maine,USA,4105,
50008301,JTI COLFAX LLC (AG),PO BOX 1967,THE DALLES,Oregon,USA,97058,
50006110,"K & H TOOL RENTAL, LLC (CH)",1221 NORWICH ROAD,PLAINFIELD,Connecticut,USA,6374,
50007998,KALE MARKETING INC (AG),14830 MILLER RD,RICHWOOD,Ohio,USA,43344,
50000290,KARA CO (CH),5255 DANSHER ROAD,COUNTRYSIDE,Illinois,USA,60525-3123,
50005172,KARCOMPANY,7400 NATIONAL DRIVE,LIVERMORE,California,USA,94550,
50009203,KAT MATERIALS INC.,6541 INDUSTRIAL AVE,PORT RICHEY,Florida,USA,34668,
50008438,KC NIELSEN LTD,HWY 3 EAST 2228 220TH STREET,HUMBOLDT,Iowa,USA,50548,
50009655,"KELLER INDUSTRIAL, INC.",100 STICKLE AVE,ROCKAWAY,New Jersey,USA,7866,
50008232,KELLYS GARAGE FARM EQUIPMENT (AG),2868 RTE 246,PERRY,New York,USA,14530,
50005949,KENNEBEC EQUIPMENT RENTAL CO INC (C,PO BOX 120,FAIRFIELD,Maine,USA,04937-0120,
50009170,"KENSETSU SYSTEM CO., LTD.","312-1, ISHIZAKA",FUJI,Shizuoka,Japan,4170862,
50009047,KESPRY INC.,4005 BOHANNON DRIVE,MENLO PARK,California,USA,94025,
50004980,KESTELOOT ENTERPRISES INC,2517 COUNTY ROAD 8,MARSHALL,Minnesota,USA,56258,
50000303,KEY BLUEPRINTS (SK),195 E LIVINGSTON AVENUE,COLUMBUS,Ohio,USA,43215-5745,
50000595,KEY POSITIONING SYSTEMS,195 E. LIVINGSTONE AVE,COLUMBUS,Ohio,USA,43215,
50000080,KEYSTONE PRECISION INSTRUMENTS (SK),1670 EAST RACE STREET,ALLENTOWN,Pennsylvania,USA,18109,
50008001,KIBBLE EQUIPMENT INC (AG),1340 JOHN DEERE CIRCLE,MADISON,South Dakota,USA,57042,
50008074,KIBBLE EQUIPMENT INC (AG),PO BOX 277,MONTEVIDEO,Minnesota,USA,56265,
50007744,KINZE (AG),PO BOX 806,WILLIAMSBURG,Iowa,USA,52361-0806,
50007748,KIRBY MANUFACTURING INC (AG),PO BOX 989,MERCED,California,USA,95341-0989,
50000811,KIT-MO RENTAL & SUPPLY,2401 N. 8TH STREET,PADUCAH,Kentucky,USA,42001,
50000810,"KLEIN SURVEY SYSTEMS, INC.",1211 N. 10TH STREET,LINCOLN,Nebraska,USA,68508,
50009114,KLING CONSTRUCTION INC.,"1865 W UNION AVE, STE. T",ENGLEWOOD,Colorado,USA,80110,
50005150,KMK SALES LTD,BOX 540,HUMBOLDT,Saskatchewan,Canada,S0K 2A0,
50001612,"KNICKERBOCKER RUSSELL CO., INC. (CH",4759 CAMPBELLS RUN RD,PITTSBURG,Pennsylvania,USA,15205,
50001596,KNIFE RIVER CORP (CH),PO BOX 66001,STOCKTON,California,USA,95206,
50005230,"KNOX EQUIPMENT RENTALS, INC. (CH)",421 E. MARKET STREET,WEST CHESTER,Pennsylvania,USA,19382,
50000305,KNOXVILLE BLUPRINT & SUPPLY (SK),PO BOX 3293,KNOXVILLE,Tennessee,USA,37927-3293,
50001499,KOMATSU AMERICA CORP,PO BOX 6007,RANTOUL,Illinois,USA,61866,
50006811,KOMATSU AMERICA CORP,108 N. INDUSTRIAL DRIVE,RIPLEY,Tennessee,USA,38063,
50006810,KOMATSU DO BRASIL LTDA,RODOVIA INDIO TIBIRICA,SUZANO CEP,Sao Paulo,Brazil,08655-000,
50007540,KOMATSU HOLDING SOUTH AMERICA LTDA.,AV AMERICO VESPUCIO #0631,QUILICURA,RM - Santiago,Chile,#,
50000943,KOMATSU LTD,"3-25-1 SHINOMIYA, HIRATSUKA-SHI",KANAGAWA,Kanagawa,Japan,2548555,
